_id,text,date,label,predicted_xeno,xeno_probas,xeno_proba,a_code
1114368182859509760,@usuario @usuario El pejelagarto incentiva a los migrantes centroamericanos y ya hasta africanos han llegado a la frontera sur de Mèxico.,2021-11-06,1,1,[0.28692411 0.71307589],0.7130758930349376,MEX
1116893045792751616,@usuario  Si eres mexicano decepción.  Si eres migrante gringo.  También..,2021-11-06,0,1,[0.14365652 0.85634348],0.856343478446784,MEX
1116906869082198016,"Que terrible! Y AMLO diciendo que le va a dar visa de trabajo las caravanas de inmigrantes porque México tiene la  capacidad  para hacerlo, que ruin, yo creo que en verdad odia a México",2021-11-06,1,0,[0.97258465 0.02741535],0.9725846482520336,MEX
1117505072668262400,"Pobres migrantes, pero más pobres los mexicanos en extrema pobreza..  url",2021-11-06,1,0,[0.97038846 0.02961154],0.9703884610389122,MEX
1120680459606867968,No queremos que los migrantes tengan libre paso por cuestiones de seguridad. Nosotros desgraciadamente en el norte hemos tenidos problemas porque han sido asesinados y no queremos eso: @usuario  url,2021-11-06,1,0,[9.99760278e-01 2.39722061e-04],0.9997602779390176,MEX
1118627839434272768,"@usuario @usuario @usuario Traiganlos! Allá los discriminan por inmigrantes acá nos hacen falta esos talentos fugados! Abran un programa con créditos sin interés por 5-8 años para el q regrese y abra empresa en Colombia en áreas de computación, bio-tecnología, neurociencias y demás! Q vuelvan!",2021-11-06,0,1,[0.0105208 0.9894792],0.9894791993777028,COL
1121087412287836160,"Que asco con la detención de los migrantes en chiapas, ya están bien americanizados, no es mejor evitarles el acceso a dar esa imagen tan deplorable?",2021-11-07,0,1,[0.01399554 0.98600446],0.9860044597388912,MEX
1125251156169711616,"@usuario @usuario @usuario Lamentablemente, como se ha expresado el principal incitador y generador de odio ha sido Amlo, el hecho de retirar a Mexicanos de sus empleos y prometer empleo a migrantes genera descontento por el modo, y para apoyar estranjeros primero que se preocupe por los nacionales..",2021-11-07,1,1,[0.00136338 0.99863662],0.9986366220085012,MEX
1126489476728074240,"Parece que los funcionarios colombianos que llegan a Washington, se contagian del virus Trump y se enloquecen. Ordóñez acusa a los pobres migrantes venezolanos de  agentes del socialismo de Maduro"" y la vicepresidente lo asciende a General de varios soles por ello ¡Qué locura!",2021-11-07,0,0,[9.99519510e-01 4.80489672e-04],0.9995195103277362,COL
1127397579514306560,"Amigos GEORGE SOROS es quien está financiado la inmigración de Centro americanos a México y no es para llegar a Estados Unidos,sino para desestabilizar el Gobierno de nuestro Presidente,nos estamos enfrentando con nuestro Presidente intereses Intls (OSF), poderosos cerrar filas",2021-11-07,1,0,[0.98585766 0.01414234],0.9858576636263237,MEX
1124825849113530368,@usuario @usuario Cuantos migrantes ayuda usted en su casa señora?,2021-11-07,1,0,[0.95268399 0.04731601],0.9526839879462154,COL
1134115739789594624,Deberíamos enviar a Caracas a los argentinos que creen que el problema de la Argentina son los inmigrantes,2021-11-07,0,1,[0.01567851 0.98432149],0.984321487762846,ARG
1133812906812989440,"@usuario Hasta ahora me entero que lo que pasa en un pais fronterizo no afecta al otro pais, flujo de inmigrantes impresionante que aumenta el desempleo y la pobreza.",2021-11-07,1,1,[0.00204024 0.99795976],0.9979597576601774,COL
1133934834424918016,"Acá hace un tiempo pedían cierre de la frontera para no entrar más venezolanos, Maduro la cerro y Cúcuta está en crisis, escupieron para arriba creyéndole a Duque y sus satrapas",2021-11-07,0,1,[0.03709762 0.96290238],0.9629023776899716,COL
1134479194132377600,POLITRIVIA DE HOY (Migratoria)  Debemos reclamarle a:  a) Mr Trump por querer poner aranceles por tantos migrantes centroamericanos que quieren pasar su frontera  b) Don Ganso porque el primer día de su gobierno firmó el pacto para aceptar masivament migrantes centroamericanos,2021-11-08,1,1,[0.25304529 0.74695471],0.7469547128730859,MEX
1134501104534691840,"@usuario Es obvio que si a México no le interesa poner orden en sus fronteras, entonces tiene que ser presionado comercialmente por un país al que si le interesa cuidar las suyas, le pese a quien le pese.",2021-11-08,1,0,[0.93771866 0.06228134],0.9377186642036662,MEX
1134517154093719552,Qué tal esto? hashtag venezolanos hashtag peru hashtag migración  url,2021-11-07,0,0,[0.99748043 0.00251957],0.997480429180526,MEX
1135488810622607360,"Vivimos en un mundo que reacciona ante la xenofobia confundiendo migracion con radicalismo musulman, para alentar la judeofobia que el islam sostiene.",2021-11-08,0,0,[0.99745198 0.00254802],0.9974519783721598,ARG
1134844005970337792,Cuando los que hoy esperan en la frontera norte sean menos de mil. Si queremos dejemos entrar a tres mil y así.,2021-11-08,1,0,[0.79026496 0.20973504],0.7902649571071335,MEX
1131628534160658432,@usuario Soy testigo que a los inmigrantes venezolanos les dificultan o no les entregan los permisos de trabajo porque les exigen el pasaporte que maduro no lo expide.entonces no se pueden integrar al sistema económico van a la mendicidad informalidad prostitución. para que el dinero?,2021-11-07,0,0,[0.93532878 0.06467122],0.9353287752572186,COL
1132406156851404800,"@usuario @usuario Dime cuáles oportunidades esperas tu que este gobierno entregué?  Que pasa con el desempleo? Será que los más de 2 millones de Venezolanos buscando trabajo aquí, no afectan el caudal de empleo para los Colombianos?  Si vas abrir debate, espero que te respaldes bien.",2021-11-07,0,0,[0.91089905 0.08910095],0.9108990505778286,COL
1134449223674486784,@usuario @usuario @usuario Orgullosoo si le produce todo tipo de gastos en todos los rubros: policiales inteligencia logística.. si por nuestra frontera norte les ingresan miles de ilegales. Y las autoridades Mexicana donde están? Y la frontera Sur? Y todo lo que implica paso - estancia en Mx. Y..!,2021-11-08,1,1,[0.00853023 0.99146977],0.9914697675359522,MEX
1134527483305480192,"@usuario @usuario En cuanto al flujo migratorio, mientras les permitamos usar nuestro país de pasillo, es nuestra responsabilidad. Si entran legales se supone se checa propósito del viaje ¿o no?",2021-11-08,1,0,[0.97294223 0.02705777],0.9729422267304618,MEX
1136098647580520448,Cabe anotar que la diputada @usuario ha sido enfática en rechazar todo acto delictivo y agresivo por parte de los inmigrantes Venezolanos que llegan a la ciudad de Santa Marta.,2021-11-08,1,1,[0.47099192 0.52900808],0.5290080824873933,COL
1137200003418599424,@usuario @usuario El paso de inmigrantes es tráfico de. Humanos,2021-11-09,0,0,[0.91042574 0.08957426],0.9104257435604204,
1137213134022877184,"@usuario @usuario @usuario Es mas hasta los vamos a necesitar a los migrantes para que trabajen en los proyectos del gobierno, si queremos gasolina mas barata, tenemos que apresurar la construccion de refinerias, y con mas mano de obra se hacen en poco tiempo",2021-11-09,0,0,[0.66988676 0.33011324],0.6698867638795004,MEX
1136609318479028224,"Nunca como ayer,mejor aplicado lo de:el miedo no anda en burro,el peje mandó detener a la caravana de migrantes que había entrado a México por la frontera sur,soldados,Guardia Nacional,migración,actuaron y los detuvieron; efecto Trump.",2021-11-08,0,0,[0.99778899 0.00221101],0.9977889907434584,MEX
1137172966964387840,@usuario Ya no es necesario que gasten dinero para ir a Tijuana. Ta les llegaron las órdenes de movilizar a la guardia nacional a la frontera sur hashtag nosvemosel2021,2021-11-09,0,0,[9.99339250e-01 6.60749659e-04],0.9993392503407652,MEX
1135967196406923264,@usuario @usuario @usuario @usuario @usuario Ush el comunismo ya los ubiera corrido como Venezuela corrió en su tiempo a los migrantes,2021-11-08,0,1,[0.13786954 0.86213046],0.8621304647508672,MEX
1137000600288317440,"EEUU cambió su enemigo externo (y enemigo interno de México) en los 80s-90s: ya no serían los comunistas, sino los ""narcos"" y los ""cárteles"".  Ahora, Trump pone más énfasis en otro enemigo: los migrantes. Y AMLO responde con enviar 6,00 soldados de la Guardia Nacional al sur.",2021-11-09,0,0,[9.99502930e-01 4.97070134e-04],0.9995029298663832,MEX
1137331491346755584,@usuario @usuario No lo creo. Me parece que el mismo @usuario buscó esa alternativa para contener y detener una hashtag migracion sin control donde el tráfico de hashtag migrantes es más que evidente por grupos criminales y de poder. Vivir la migración desde la hashtag cd mx es distinto a las fronteras,2021-11-09,1,0,[0.99771256 0.00228744],0.9977125623733782,MEX
1137232078544744448,"@usuario @usuario Pero mira.. si teniendo USA, alla a los solicitantes de asilo, se tardaban en resolver, ahora imagina cunato se tardaran al ya no tener esa carga? Ya les va a valer madre resolver las solicitudes. Lopez es un reverendo pendejo.",2021-11-09,0,0,[0.99656951 0.00343049],0.9965695093755496,MEX
1137358512764461056,"Una pregunta, si todo eso se puede dar a los migrantes, porqué no se lo dan a los Mexicanos?",2021-11-09,1,1,[0.03321225 0.96678775],0.966787748030698,MEX
1137456734501572608,"@usuario @usuario Los migrantes no son cosas, alimentados o no , ellos van a irse a EEUU o morirán en el intento. Ellos no quieren quedarse en México. Ellos quieren Dólares. Diga lo que diga Trump",2021-11-09,0,0,[0.99845851 0.00154149],0.9984585106414716,MEX
1137674611657760768,"Todavía se desconocen los alcances del acuerdo migratorio de AMLO con los gringos, mejor dicho, no sabemos hasta cuanto  palo  acordó el presidente mexicano darle a los inmigrantes centroamericanos!  url",2021-11-09,1,0,[9.99586390e-01 4.13610226e-04],0.9995863897741676,COL
1138452561109966848,"@usuario Claro por que tenemos un presedente monecipal Obsoleto y por que ellos los migrantes podían pasar a la hora que fuera y Si tiene que estar MILITARIZADA  esa Zona , para eso es zCOÑO para eso cualquier bicho se metió HA!! Pero son hermanos , los MEMEYES  Los MEMEYES  HERNANOS",2021-11-09,1,1,[0.24826625 0.75173375],0.7517337494249579,MEX
1138490945010315264,"@usuario @usuario @usuario @usuario @usuario Peru, Sede del Grupo de Lima para los planes de desestabilizacion de Venezuela, acaba de aprobar visa para impedir ingreso de Venezolanos; instigaron la migracion masiva y ahora les tiran la puerta.",2021-11-09,0,0,[0.99194323 0.00805677],0.9919432328713366,COL
1137323887828463616,@usuario Si acosta de su palabra de campaña que habría libre tránsito a los inmigrantes. Pero ahora los obligaron  a militarizar la frontera sur y no dejar pasar a ningún inmigrante,2021-11-09,0,0,[0.9386945 0.0613055],0.9386945006104974,MEX
1137220927563948032,"MÉXICO no es el  Tercer País Seguro , pero vamos a recibir a todos los migrantes que USA deporte, vamos a poner a la Guardia Nacional ha hacer de policía migratorio para USA, pero hey!, vamos a Tijuana a celebrar.  No están invitados si son Centroamericanos o del resto del  emoji globo terráqueo mostrando europa y áfrica emoji   url",2021-11-09,0,0,[0.92611101 0.07388899],0.9261110063413678,MEX
1137485802265616384,"@usuario @usuario @usuario El arancel era sanción por la amenaza del pacto migratorio, ¡lo causó Lopez!. Y para corregirlo tiene que recibir migrantes de USA y militarizar frontera ¡Ganó Trump! y Lopez, cual mediocre es, se puso de trapo Siempre pierde México con el gobierno de morena hashtag amlotraidor mx",2021-11-09,0,0,[0.98609324 0.01390676],0.9860932438579372,MEX
1137768180934467584,@usuario y cuantos a la frontera sur ?,2021-11-09,0,0,[9.99108175e-01 8.91824728e-04],0.9991081752715576,MEX
1138168493126426624,"@usuario @usuario @usuario Todo lo k se ahorre en lo k gasta USA en la frontera (""si frena México y los países Suramericanos estas Caravanas exageradas de miles personas) todo lo ahorrado se irá para ayudar a estos pueblos tan pobres y así evitar tanto desorden en las fronteras Sur y Norte de nuestro país!",2021-11-09,0,0,[0.88260483 0.11739517],0.8826048273957453,MEX
1138488730338123776,"Sr. presidente y Marcelo Ebrard, yo me pregunto por qué no le cobran a USA los gastos que se generarán al aceptar que los migrantes estén en MEXICO mientras les resuelven lo de asilo en USA, sería lo menos que deben hacer",2021-11-09,0,0,[9.99404226e-01 5.95774051e-04],0.9994042259486516,MEX
1138208099871985664,"@usuario Pura hipocresia de tu parte! Malo porque los dejaban entrar a México, malo porque controlas la frontera de México con Guatemala! Esta bien o no, sinceramente dilo! O te mando el documento donde esta firmado en el periodo de Obama  con Calderón! O sea que tu eres una mentirosa!",2021-11-09,0,0,[9.99301458e-01 6.98541512e-04],0.9993014584881084,MEX
1138949180963975168,@usuario Si alcanzará?? Por que lo que van a gastar en la Guardia presidencial para blindar la frontera y mantener a los 50mil migrantes que van a mandarnos?,2021-11-09,0,1,[0.00548112 0.99451888],0.9945188815503628,MEX
1139172495595061248,@usuario Y lo festejamos criminalizando a los inmigrantes y militarizado la frontera Sur.,2021-11-09,0,0,[0.99393952 0.00606048],0.993939524406066,MEX
1140069255569969152,"@usuario @usuario Que ellos no han gobernado el país y que ellos no tienen la culpa en que tienen en la miseria al pueblo colombiano donde se mueren de hambre los niños, se mueren los enfermos de las EPS por falta de atención médica y medicamentos y donde hay un desplazamiento de 6 millones de",2021-11-09,0,0,[0.99306792 0.00693208],0.9930679169847408,COL
1141388017443074048,"@usuario Claro que no lo es, pero dile eso a los mexicanos que están esperando a discriminar y tratar mal a un migrante a la primera oportunidad, más con este tipo de cosas, basta ver los comentarios de páginas como Flecha Amarilla cuando lanzó el comunicado",2021-11-10,0,0,[0.98185924 0.01814076],0.9818592381903782,
1141491324870418432,@usuario @usuario El resto del mundo es pobre? Actualmente muchos americanos e inmigrantes batallan con los salarios y costo de vida en usa,2021-11-10,0,0,[0.99852604 0.00147396],0.9985260370446006,MEX
1141538492066852864,@usuario @usuario no puedes garantizar los derechos básicos de los mexicanos y según tú ahora vas a poder garantizar además los de algunos extranjeros que entran de forma ilegal al país.,2021-11-10,1,1,[0.00506612 0.99493388],0.994933876479486,MEX
1143145363945283584,"@usuario ..y la malditez e inoperancia del gobierno, ¿no? A fin de cuentas, por más que no sean países aliados, esos migrantes siguen siendo venezolanos, y la defensa del pasaporte criollo tendría que ser parte de la  diplomacia Bolivariana de paz . Pero les sabe a mierda la gente.",2021-11-10,0,0,[0.98761372 0.01238628],0.9876137190517856,ARG
1143267551977361408,"Un monarca es derrocado y asesinado en un golpe de Estado por un traidor de la familia real, quien pasará a tomar el poder y destruir el orden conservador y de paz para establecer un régimen comunista, caracterizado fuertemente por la inmigración ilegal descontrolada, .. (Sigue)",2021-11-10,0,1,[0.22577343 0.77422657],0.7742265656081175,ARG
1143330573798260736,"@usuario @usuario Ninguna les embona. Ojalá lo hicieran desde la frontera sur y detuvieran a las caravanas, bien por la guardia nacional.",2021-11-10,1,0,[0.88536137 0.11463863],0.8853613673258525,MEX
1143732733404782592,¿En qué momento nos convertimos en lo que tanto les criticamos a los EEUU?  hashtag migrantes,2021-11-10,0,0,[0.99850075 0.00149925],0.9985007541685766,MEX
1143756589381378048,@usuario ¿Pacificación? ¿Los migrantes los tratan como inestabilizadores sociales en hashtag méxico? hashtag racismo institucional,2021-11-10,0,0,[0.99861079 0.00138921],0.9986107895884032,MEX
1143964933375369216,"Urge que los gobiernos de Guatemala, Honduras y el Salvador pongan la parte que les corresponde para frenar la alta salida de migrantes ilegales que salen de sus territorios, México no tiene porque cargar con problemas de aquéllas bastantes tenemos aquí no resueltos.",2021-11-10,1,1,[0.00163758 0.99836242],0.9983624189241128,MEX
1144049529727148032,"@usuario @usuario No para qué quieres Estado Mayor cuando bastan campos de concentración improvisados, ahí que se mueran de hambre, enfermedad y desesperación los migrantes, ¿si saben que son seres humanos verdad?  Hipócrita  url",2021-11-10,0,0,[0.99169654 0.00830346],0.9916965362930976,MEX
1144446157919334400,"@usuario No se perdió de mucho, básicamente todos imitarán el plan de amlo para dar salud a migrantes y dejar entrar a todo mundo. Por otro lado puros encontronazos y acusaciones de racismo entre ellos. Sanders fanatizado con destruir Wall Street y voltear todo el sistema de cabeza.",2021-11-10,0,0,[0.75122788 0.24877212],0.7512278791790129,MEX
1144466289462673408,"Veo cómo tienen hacinados, mal comidos y tratados como animales a los migrantes en los centros de migración mientras López le regala 30mdd al presidente de El Salvador sin ninguna restricción o seguimiento y pienso: ése es el cambio por el que votaron 30mdp?",2021-11-10,0,0,[0.98834587 0.01165413],0.9883458689229596,MEX
1144801194285531136,@usuario @usuario Acaso vamos a hacer con los hashtag migrantes lo mismo que hace Trump?,2021-11-11,0,0,[0.98196235 0.01803765],0.9819623486457054,MEX
1145056944396222464,"Injusto el trato a los migrantes después que Mexico le abrió la puerta ,irresponsable mente y sin control , a los migrantes. Ahora está haciendo el trabajo sucio de EUA. A 36 horas de redada a migrantes, familiares no saben nada de ellos  url",2021-11-11,0,0,[0.9870017 0.0129983],0.9870016953467884,MEX
1146538528118935552,"Ya con eso nos va a comprar el avión? Porque andamos ocupando dinero para la seguridad y para el sector salud, un poco para promoción turística y obras, ¡ah! Y también para el programa anti inmigrantes de la frontera sur..",2021-11-11,0,0,[0.99581384 0.00418616],0.9958138390015288,MEX
1147609225679527936,@usuario @usuario la Patagonia es ARGENTINA o vos tenés Ingleses e Irlandeses como inmigrantes en tú país? Dejen de dibujar el mapa chorros!,2021-11-11,0,0,[0.91836036 0.08163964],0.9183603628963852,ARG
1148432717597405184,@usuario Hahaha a cambio de  detener migración de Centroamérica  a USA! Les volvió a ver la cara!!,2021-11-11,0,0,[9.99480819e-01 5.19181132e-04],0.9994808188684016,MEX
1151295252378112000,"@usuario @usuario @usuario EEUU tiene un contexto social construido con puros migrantes, los mismos gringos son, en esencia, británicos. Nosotros somos una mezcla de lo que vino y lo que estaba, por eso la repulsión hacia el extranjero que pretende gobernar en alguna parte del país.",2021-11-11,0,0,[0.99163077 0.00836923],0.9916307672844992,MEX
1151552317684162560,"@usuario @usuario Tal vez no sea comparable, pero, mientras el INM detiene migrantes indocumentados en la frontera Sur, este sujeto puede trabajar sin permiso de trabajo. ¿Indocumentados de primera y de segunda?",2021-11-11,0,0,[0.98034284 0.01965716],0.9803428416249222,MEX
1151849033645924352,@usuario Creo que algo no esta bien en su administración. ¿Porque hay falta de recursos en cuestión al deporte?  Estan dando más atención a los inmigrantes tratando de darles la atención.  url,2021-11-11,1,1,[0.14985325 0.85014675],0.8501467453604298,MEX
1152613949361315840,@usuario Por eso los migrantes se quieren ir a cuba y a venezuela..,2021-11-11,0,0,[0.9365622 0.0634378],0.9365621951471296,MEX
1153752400253112320,"@usuario en lugar de combatir el tráfico de armas, la leva y el poder político de las narco-corporaciones, ha elegido continuar con la estrategia de colonización estadounidense, comprando su narrativa anti-inmigrantes hashtag ponte chingon hashtag buen martes",2021-11-11,0,0,[0.99676936 0.00323064],0.996769357028209,MEX
1155700498844082176,"@usuario @usuario Claro que tenía que enfatizar, los miembros de mi familia son migrantes Venezolanos y se han ido con o sin dinero. En conclusión: haga lo mismo si tanto odia este país y no joda.",2021-11-11,0,0,[0.93097411 0.06902589],0.9309741113448602,COL
1156081612842344448,"@usuario Luego verás que estalla algún problema d migrantes d Nicaragua y México se convierte en el dadivoso que aporta para su desarrollo (que no es otra a cosa que pagar compromisos usando dinero de los mexicanos) nada de esto es nuevo, lo hizo Chávez con Perú, Nicaragua y Cuba pplmente",2021-11-11,1,0,[0.94244749 0.05755251],0.9424474895164108,MEX
1156251396846473216,"No se haga tarugos, el flujo migratorio se redujo por la presencia del ejército (GN) en el sur y en el norte que custodian el rio.",2021-11-11,0,0,[0.99830128 0.00169872],0.9983012833765336,MEX
1157054155472678912,"@usuario Es lo que ya hemos documentado con datos duros, como dicen, para el caso de USA. Los migrantes aún indocumentados, aportan al social seccurity, con cuentas falsas, etc. Pero por ser indocumentados no pueden recibir pensiones ni seguridad social, salud, etc.",2021-11-11,1,0,[0.99872554 0.00127446],0.998725544438374,MEX
1157371612519456768,"¿Que el problema del empleo es exclusivo de la migración venezolana?  No. Quibdó es la ciudad con mayor desempleo ¿Cuántos venezolanos viven allí?  ¿Y la migración venezolana también es responsable de que se cierren empresas o se vayan del país?  No más preguntas, su señoría.",2021-11-11,0,0,[0.90634613 0.09365387],0.9063461335009694,COL
1157819933868249088,"@usuario Quien lo fuera a pensar?? Planeas ir de shopping y ya no regresas, ya ni alla esta uno seguro¡¡ contrario a toda la seguridad que sentimos tener los mexicanos con el hecho de cruzar o vivir en la frontera de aquel lado¡¡",2021-11-12,0,0,[0.97875545 0.02124455],0.9787554536374584,
1157863732074045440,"@usuario Lo increíble es que es una ciudad extremadamente tranquila, de las más seguras de Estados Unidos,pero cuando su presidente se ha dedicado a atacar a inmigrantes, latinos, etc. ¿Que se puede esperar?",2021-11-11,0,0,[0.99874696 0.00125304],0.9987469598155831,MEX
1158009289744801792,"@usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario Jjaja migración y falta de oportunidades, eso viene segun el patrón económico  de este gibierno nacional.  Las ratas liberales nunca han hecho nada por la ciudad  y si hicieron algo, siempre hau retraso, o corrupción, como en em puente  la novena, el intercambiador, etc..",2021-11-12,0,0,[0.98587624 0.01412376],0.9858762449970656,COL
1158468943155290112,"Ahora el costo politico del atentado xenofobo, se lo facturan a Trump. Exceptuando florida y N. York; con gran concentracion de latinos por la demanda de mano de obra barata; todo el resto del pais es xenofobo y reaccionario. Esto es  de armas tomar contra los inmigrantes .",2021-11-12,0,0,[0.99893494 0.00106506],0.9989349427173372,ARG
1158516359610949632,"Los migrantes solo aplican justicia, ningún humano es ilegal, menos en  tierra que alguna vez fue mexicana, nos obligaron a venderles la mitad, es una simple reconquista a través de la migración.",2021-11-12,0,0,[0.9972979 0.0027021],0.9972978961603796,MEX
1158822204605210624,"@usuario El desastre en Venezuela viene desde Chávez a Maduro lo que ellos en veinte Duque lo aumenta desde Uribe, lo que no alcanza para los niños de la Guajira y la costa pacífica ahora se debe quedar para atender migrantes en las ciudades. Es la equidad de Duque.",2021-11-12,0,0,[0.57227023 0.42772977],0.5722702324341506,COL
1159201223070945280,"@usuario Y acá un animal , el encinas declara que el  numero de inmigrantes Centro americanos duplicado vs. El año pasado ,  Pero q no hay problema lo podemos subsanar  Este gato de 4a,subdito del ysq no tiene abuela Y le pagamos su  sueldo y demás gastos por todo",2021-11-12,0,0,[0.93038104 0.06961896],0.9303810421004776,MEX
1159485810053439488,@usuario @usuario jaja naa. Un negrero es el sueño americano? jaja,2021-11-12,0,0,[0.99657904 0.00342096],0.9965790383847346,ARG
1162350530414501888,"@usuario Es solo la consecuencia de malas políticas migratorias, en Colombia deberían exigirles pasaporte a los venezolanos y de paso antes de pasar explicarles que, no está la situación para andar teniendo niños que no tienen como mantener con lo que necesita un hijo.",2021-11-12,1,1,[0.01389139 0.98610861],0.9861086120296508,COL
1163508485067280384,@usuario Me sorprende ver banderas de Brasil.. ¿son de origen brasilero o inmigrantes? Pregunto por curiosidad.,2021-11-12,0,0,[0.98849231 0.01150769],0.9884923065731877,ARG
1164639250224230400,"@usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario Soros moviliza a las hordas migrantes para desdibujar fronteras, reemplazar a la población local con extranjeros, crear sociedades cosmopolitas sin arraigo, sin patria, sin valores, sin rumbo",2021-11-12,1,1,[0.3317711 0.6682289],0.6682289002936561,MEX
1165493297785294848,"@usuario @usuario @usuario @usuario @usuario Ok entonces que se les ayude a ellos.. pero y a Centroamérica porque ? No es primero tu gente ? Le está dando 250 dlls x migrante, creando plan de desarrollo en CA.. porque no empieza aquí ? No tienes muchos más necesitados aquí? Ve la población de Guatemala, El salvador",2021-11-12,1,1,[0.07738613 0.92261387],0.9226138679722936,MEX
1165502300808347648,"@usuario @usuario @usuario Prueba de ello es que prefiero enviar miles a cuidar las fronteras del peligro a la seguridad nacional que representan los migrantes, por encima de la seguridad pública de los mexicanos!",2021-11-12,1,1,[0.00358851 0.99641149],0.9964114861617464,MEX
1165717859915505664,@usuario Pregúntele a los venezolanos que están amontonados en la frontera de Ecuador. emoji cara guiñando el ojo emoji,2021-11-12,0,0,[0.99605459 0.00394541],0.9960545922564508,COL
1165811871259271168,"@usuario @usuario @usuario Mira a los ojos a los desempleados que corrieron sin liquidación, a las víctimas de la violencia, a las familias sin estancias infantiles, sin medicamentos, a los muertos por falta de recursos,  a los que dejaron sin seguro popular, a nuestros migrantes sin apoyo, a los agricult.",2021-11-12,0,0,[0.99879548 0.00120452],0.9987954804219692,MEX
1166310376709021696,"@usuario hashtag alosvenezolanoslesdigo que se regresen a su país, no se puede libertar un país desde la distancia, la única forma de tumbar a maduro es peleando desde allá. Su migración lo único que genera es empoderar a ese gobierno y generar más pobreza en los países a donde se refugian.",2021-11-12,1,0,[0.54160704 0.45839296],0.5416070356767183,COL
1166332907075461120,"@usuario Todo ser humano cambia cuando hay cosas positivas en su vida, pero cuando ves que los inmigrantes le das @usuario $7500.00 mensuales sin hacer nada, la mentalidad sigue siendo , lo mismo, todo es demagogia.. y los pobres sin apoyos del gobierno..",2021-11-12,1,0,[0.98449146 0.01550854],0.984491456984948,MEX
1166763915088474112,"1/4 y aunq sea duro este sera su nuevo hogar por mucho tiempo, porq si MADURO sale mañana tomará tiempo bastante tiempo reversar el daño inflacionario q tiene sumido el país en soberana pobreza, q muchos venezolanos altivos migrantes no aceptan, Adoro a buenos amigos venezolanos",2021-11-12,0,0,[0.99684258 0.00315742],0.9968425773949204,COL
1167531234525962240,"@usuario Fue justo que hicieron, le dieron trabajo a los migrantes para que no tuvieran que ir a USA y militarizando la frontera sur.",2021-11-12,0,0,[0.99900032 0.00099968],0.9990003226356414,MEX
1168203601946320896,@usuario dice que promueve las remesas de los migrantes. O sea que promueve que los mexicanos migren para que manden US$,2021-11-12,0,0,[0.9385908 0.0614092],0.9385907961058864,MEX
1168642375260020736,"El país estuvo abierto a los inmigrantes europeos que vinieron a trabajar y juntos lo engrandecimos; estuvo y lo está a los venezolanos, todos consiguieron trabajo. Los planeros nunca trabajaron ni lo harán, cortan calles.  Carolina Standley los mantiene a costa de los laburantes",2021-11-12,0,0,[0.99404779 0.00595221],0.994047788444234,ARG
1169397225123930112,"Muy acorde la foto con la que muestran el Día del Migrante, pa que poner a la migración limítrofe, no, a esos les damos palo, xenofobia y criminalización",2021-11-12,0,0,[0.97894302 0.02105698],0.9789430208963492,ARG
1169417091088363520,"@usuario @usuario Si tiene un tiempito nos puede regalar la lista de esas mujeres migrantes, que según usted, han asesinado en Estados Unidos? Ud no sólo es una mujer feísima sino brutísima y mentirosísima",2021-11-12,0,0,[0.99793216 0.00206784],0.9979321598107004,COL
1172679297242488832,"@usuario @usuario Argentina se pobló con inmigrantes, ignorante!!",2021-11-13,0,0,[0.87565925 0.12434075],0.8756592451175296,ARG
1172927849281544192,"@usuario Y celebran y están de acuerdo en la violencia física e Insultos contra los migrantes además de escamotearles el $ que es de un fondo internacional, no les dan de comer.",2021-11-13,0,0,[9.99775801e-01 2.24199402e-04],0.999775800598458,MEX
1173238730720796672,Ningún venezolano le ha quitado el trabajo a un  verdadero colombiano  A usted lo despidió un capitalista que se aprovechó de ese venezolano para aumentar sus ganancias y nada lo hace mas feliz que verlo molesto a usted con el inmigrante y no con el.,2021-11-13,0,0,[0.64579516 0.35420484],0.6457951643407993,COL
1173324825517076480,"Será que el loco de Maduro no sabe que atacar a Colombia implicaría atacar a casi 1,5MM de venezolanos que han huido de su país. Claro está sin contar los muchos colombo venezolanos que viven en Colombia hace mucho.",2021-11-13,0,0,[0.97791919 0.02208081],0.9779191939675732,COL
1173404428151357440,"@usuario Hola amiga parece q así es , todos es negocios parece imagínese nogocian  con los migrantes q es los más vil de todos, la pedofilia lo es tener de mascotas reptiles  hay personas q crían ratas conejos de la India cachorros para alimentar a las víboras",2021-11-13,0,1,[0.21233177 0.78766823],0.7876682258146507,ARG
1173493492405768192,Viva los Migrantes. Viva los  MexicoEstadounidenses. Viva México.,2021-11-13,0,0,[0.99804945 0.00195055],0.9980494471418456,MEX
1175125604951347200,"@usuario @usuario @usuario Cuanta razón, seamos un modelo boliviano, empecemos con los migrantes a nuestro territorio.",2021-11-13,0,1,[0.18043769 0.81956231],0.8195623128390331,ARG
1175910390468939776,"Esto lo explica todo, las caravanas de migrantes ahora van en sentido contrario, todos al sur -hasta los pinches güeros mariguana van a madres- a ganar quetzales..",2021-11-13,0,1,[0.44792088 0.55207912],0.5520791177444149,MEX
